"inc_ang [deg]","Freq [GHz]","mag(S(rx1_p1,tx_p1)) []","ang_deg(S(rx1_p1,tx_p1)) [deg]","mag(S(rx2_p1,tx_p1)) []","ang_deg(S(rx2_p1,tx_p1)) [deg]"
-90,6.449,0.00146114431350545,-86.6621662735504,0.00192245798622532,108.904890027357
-90,6.45,0.00146123813002574,-89.3364395314469,0.00192262177880878,106.20910419312
-90,6.451,0.00146132963551955,-92.010719172801,0.00192278153309764,103.513313518608
-90,6.452,0.00146141883004243,-94.6850050350146,0.00192293724913486,100.817518112335
-90,6.453,0.00146150571351753,-97.359296961892,0.00192308892743902,98.1217180975823
-90,6.454,0.00146159028445428,-100.033594789266,0.00192323656664489,95.425913599967
-90,6.455,0.00146167254300562,-102.707898361644,0.00192338016508037,92.7301047452824
-90,6.456,0.00146175248908114,-105.382207517385,0.00192351972520474,90.0342916477312
-90,6.457,0.0014618301225054,-108.056522084281,0.00192365524415042,87.338474433934
-90,6.458,0.00146190544146376,-110.730841929319,0.00192378672133428,84.6426532206948
-90,6.459,0.00146197844701727,-113.405166874295,0.00192391415823379,81.9468281363851
-90,6.46,0.00146204913877865,-116.079496752148,0.00192403755337005,79.2509992981496
-90,6.461,0.00146211751588271,-118.753831415233,0.00192415690727543,76.5551668357877
-90,6.462,0.00146218357774678,-121.428170714512,0.00192427221765504,73.8593308561295
-90,6.463,0.00146224732448986,-124.102514477094,0.00192438348603002,71.1634914944565
-90,6.464,0.0014623087562324,-126.776862530291,0.00192449071044785,68.4676488591117
-90,6.465,0.00146236787169539,-129.451214745543,0.00192459389214033,65.7718030833495
-90,6.466,0.00146242467209561,-132.125570920996,0.00192469302965452,63.0759542792162
-90,6.467,0.00146247915560486,-134.79993093791,0.00192478812337023,60.3801025777056
-90,6.468,0.00146253132236259,-137.47429463093,0.00192487917267484,57.6842481030112
-90,6.469,0.00146258117253278,-140.148661822814,0.00192496617747365,54.9883909581859
-90,6.47,0.00146262870530234,-142.823032347566,0.00192504913800494,52.2925312667806
-90,6.471,0.00146267392133637,-145.497406077896,0.00192512805261131,49.5966691770623
